"patent_id";"serial_number";"event_type";"event_date";"event_code";"event_description"
US10000756B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000760B2;"0";Assignment;"2016/2/18";AS;"Owner name: AJINOMOTO CO., INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MORITA, MISATO;NISHIUCHI, HIROAKI;SIGNING DATES FROM 20160114 TO 20160118;REEL/FRAME:037759/0917"
US10000760B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000761B2;"0";Assignment;"2016/9/6";AS;"Owner name: SOOCHOW UNIVERSITY, CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:YANG, ZHANSHAN;WU, WEI;QIAO, HUIPING;AND OTHERS;REEL/FRAME:039636/0733 Effective date: 20160725"
US10000761B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000765B2;"0";Assignment;"2014/4/11";AS;"Owner name: KUMIAI CHEMICAL INDUSTRY CO., LTD, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SAIKA, HIROAKI;TAGUCHI, FUMIO;HORI, KIYOSUMI;AND OTHERS;SIGNING DATES FROM 20140225 TO 20140313;REEL/FRAME:032659/0900 Owner name: NATIONAL INSTITUTE OF AGROBIOLOGICAL SCIENCES, JAP Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SAIKA, HIROAKI;TAGUCHI, FUMIO;HORI, KIYOSUMI;AND OTHERS;SIGNING DATES FROM 20140225 TO 20140313;REEL/FRAME:032659/0900"
US10000765B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000765B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10000774B2;"0";Assignment;"2016/6/22";AS;"Owner name: SUMITOMO RUBBER INDUSTRIES, LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YAMAGUCHI, HARUHIKO;REEL/FRAME:038987/0536 Effective date: 20160613"
US10000774B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000774B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10000807B2;"0";Assignment;"2016/10/19";AS;"Owner name: NATIONAL INSTITUTES OF HEALTH (NIH), U.S. DEPT. OF Free format text: CONFIRMATORY LICENSE;ASSIGNOR:FLORIDA INTERNATIONAL UNIVERSITY;REEL/FRAME:040417/0455 Effective date: 20161013"
US10000807B2;"1";Assignment;"2018/4/6";AS;"Owner name: THE FLORIDA INTERNATIONAL UNIVERSITY BOARD OF TRUS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LENG, FENFEI;ZHI, XIAODUO;DAGES, SAMANTHA;AND OTHERS;SIGNING DATES FROM 20180314 TO 20180321;REEL/FRAME:045457/0462"
US10000807B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000807B2;"3";Maintenance fee payment;"2021/6/22";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, MICRO ENTITY (ORIGINAL EVENT CODE: M3551); ENTITY STATUS OF PATENT OWNER: MICROENTITY Year of fee payment: 4"
US10000811B2;"0";Assignment;"2015/12/8";AS;"Owner name: ELANCO US INC., INDIANA Free format text: CHANGE OF NAME;ASSIGNOR:NOVARTIS ANIMAL HEALTH US, INC;REEL/FRAME:037239/0553 Effective date: 20151101 Owner name: NOVARTIS ANIMAL HEALTH US INC., NORTH CAROLINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:PRICHARD, ROGER;BOURGUINAT, CATHERINE;GEARY, TIMOTHY;REEL/FRAME:037236/0854 Effective date: 20140424 Owner name: MCGILL UNIVERSITY, CANADA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:PRICHARD, ROGER;BOURGUINAT, CATHERINE;GEARY, TIMOTHY;REEL/FRAME:037236/0854 Effective date: 20140424"
US10000811B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000811B2;"2";Certificate of correction;"2018/8/28";CC;""
US10000811B2;"3";Assignment;"2020/8/3";AS;"Owner name: GOLDMAN SACHS BANK USA, AS COLLATERAL AGENT, NEW JERSEY Free format text: SECURITY INTEREST;ASSIGNOR:ELANCO US INC.;REEL/FRAME:053388/0967 Effective date: 20200801"
US10000811B2;"4";Maintenance fee payment;"2021/11/11";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10000816B2;"0";Assignment;"2018/1/16";AS;"Owner name: INSTYTUT BIOLOGII DOSWIADCZALNEJ IM. M. NENCKIEGO Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIKULSKA, AGNIESZKA;WILANOWSKI, TOMASZ MICHAL;RUTKOWSKI, PIOTR LUKASZ;REEL/FRAME:045086/0287 Effective date: 20161118"
US10000816B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000866B2;"0";Assignment;"2015/11/9";AS;"Owner name: SIPRA PATENTENTWICKLUNGS- UND BETEILIGUNGSGESELLSC Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:FLAD, AXEL;REEL/FRAME:036993/0192 Effective date: 20151031"
US10000866B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000871B2;"0";Assignment;"2015/9/4";AS;"Owner name: BROTHER KOGYO KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KOMADA, MIDORI;MATSUSHITA, HIRONORI;REEL/FRAME:036499/0271 Effective date: 20150903"
US10000871B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000871B2;"2";Maintenance fee payment;"2021/11/11";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10000942B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000946B2;"0";Assignment;"2015/11/9";AS;"Owner name: HUF HUELSBECK & FUERST GMBH & CO. KG, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NIEGELOH, ANDREAS;BARTELS, MARKUS;SIGNING DATES FROM 20150901 TO 20150915;REEL/FRAME:036985/0465"
US10000946B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000979B2;"0";Assignment;"2016/2/26";AS;"Owner name: TRACTO-TECHNIK GMBH & CO. KG, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:LOHER, CHRISTIAN;REEL/FRAME:037840/0902 Effective date: 20160128"
US10000979B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10000979B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001082B2;"0";Assignment;"2014/12/10";AS;"Owner name: AIRCELLE, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:JEAN, MICHEL;THOUEMENT, JEAN-FRANCOIS;REEL/FRAME:034466/0787 Effective date: 20141121"
US10001082B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001082B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001176B2;"0";Assignment;"2015/11/24";AS;"Owner name: HYUNDAI MOTOR COMPANY, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIM, YEONG JIK, MR.;KANG, MIN SU, MR.;LIM, SUNG KEUN, MR.;AND OTHERS;SIGNING DATES FROM 20151112 TO 20151119;REEL/FRAME:037130/0834 Owner name: KIA MOTORS CORPORATION, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KIM, YEONG JIK, MR.;KANG, MIN SU, MR.;LIM, SUNG KEUN, MR.;AND OTHERS;SIGNING DATES FROM 20151112 TO 20151119;REEL/FRAME:037130/0834"
US10001176B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001176B2;"2";Maintenance fee payment;"2021/11/22";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001178B2;"0";Assignment;"2016/8/28";AS;"Owner name: NSK-WARNER K.K., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:IWANO, AKIRA;YAMADA, TAKAYA;REEL/FRAME:039560/0947 Effective date: 20160822"
US10001178B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001178B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001212B2;"0";Assignment;"2015/9/22";AS;"Owner name: FANUC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MORITA, YUUKI;TAJIMA, DAISUKE;REEL/FRAME:036618/0543 Effective date: 20150812"
US10001212B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001239B2;"0";Assignment;"2017/1/5";AS;"Owner name: THE UNITED STATES OF AMERICA, RHODE ISLAND Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BLIER, DARREN J;SANSONE, LOUIS E.;SIGNING DATES FROM 20170104 TO 20170105;REEL/FRAME:041261/0097"
US10001239B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001239B2;"2";Maintenance fee payment;"2021/7/20";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001264B2;"0";Assignment;"2016/9/28";AS;"Owner name: SHENZHEN LEYEAH PACKAGING DESIGN CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ZHOU, YANLIN;REEL/FRAME:039871/0550 Effective date: 20160923"
US10001264B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001362B2;"0";Assignment;"2015/2/12";AS;"Owner name: OPTOPLAN AS, NORWAY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:RONNEKLEIV, ERLEND;WAAGAARD, OLE HENRIK;REEL/FRAME:034944/0652 Effective date: 20141024"
US10001362B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001362B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001373B2;"0";Assignment;"2015/10/23";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NAKAGAWA, KEIJI;NISHIZAWA, RYUTA;REEL/FRAME:036871/0826 Effective date: 20150807"
US10001373B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001373B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001375B2;"0";Assignment;"2016/7/7";AS;"Owner name: DENSO CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KANAZAWA, TAKERU;SAKAI, MINEKAZU;REEL/FRAME:039097/0163 Effective date: 20160622"
US10001375B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001413B2;"0";Assignment;"2014/12/15";AS;"Owner name: SAMSUNG ELECTRONICS CO., LTD., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KIM, WOO-SEOK;REEL/FRAME:034503/0854 Effective date: 20141031"
US10001413B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001488B2;"0";Assignment;"2015/11/2";AS;"Owner name: ASOCACION CENTRO DE INVESTIGACION COOPERATIVA EN B Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:REICHARDT, NIELS-CHRISTIAN;BEISTEGUI, BEGONA-MARIA ECHEVERRIA;ETXEBARRIA, JUAN;AND OTHERS;REEL/FRAME:036932/0699 Effective date: 20140429"
US10001488B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001488B2;"2";Maintenance fee payment;"2021/12/2";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10001490B2;"0";Assignment;"2018/5/8";AS;"Owner name: NORDIC BIOSCIENCE A/S, DENMARK Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KRISTENSEN, JACOB HULL;OERSNES-LEEMING, DIANA JULIE;KARSDAL, MORTEN;SIGNING DATES FROM 20160914 TO 20160916;REEL/FRAME:045746/0176"
US10001490B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001490B2;"2";Maintenance fee payment;"2021/10/19";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001491B2;"0";Assignment;"2016/4/28";AS;"Owner name: UNIVERSITE DE MONTPELLIER, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:AZRIA, DAVID;LACOMBE, JEROME;SOLASSOL, JEROME;AND OTHERS;SIGNING DATES FROM 20151104 TO 20151117;REEL/FRAME:038400/0167 Owner name: CENTRE HOSPITALIER UNIVERSITAIRE DE MONTPELLIER, F Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:AZRIA, DAVID;LACOMBE, JEROME;SOLASSOL, JEROME;AND OTHERS;SIGNING DATES FROM 20151104 TO 20151117;REEL/FRAME:038400/0167 Owner name: INSTITUT REGIONAL DU CANCER DE MONTPELLIER, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:AZRIA, DAVID;LACOMBE, JEROME;SOLASSOL, JEROME;AND OTHERS;SIGNING DATES FROM 20151104 TO 20151117;REEL/FRAME:038400/0167"
US10001491B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001504B2;"0";Assignment;"2015/4/22";AS;"Owner name: MURATA MANUFACTURING CO., LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NISHIOKA, ERIKO;FUTAMATA, TSUYOSHI;SIGNING DATES FROM 20150402 TO 20150407;REEL/FRAME:035472/0336"
US10001504B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001506B2;"0";Assignment;"2015/9/30";AS;"Owner name: D&V ELECTRONICS LTD., CANADA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MIGIA, GEORGE SANTIAGO;BUSS, ERIC;FALK, PHILLIP;SIGNING DATES FROM 20150824 TO 20150921;REEL/FRAME:036688/0908"
US10001506B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001525B2;"0";Assignment;"2015/10/16";AS;"Owner name: INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI U Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KANG, SUNGHO;PARK, JAESEOK;REEL/FRAME:036880/0226 Effective date: 20151001"
US10001525B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001525B2;"2";Assignment;"2019/2/28";AS;"Owner name: SK HYNIX INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY;REEL/FRAME:048471/0745 Effective date: 20190218"
US10001525B2;"3";Fee payment procedure;"2019/5/22";FEPP;"Free format text: ENTITY STATUS SET TO UNDISCOUNTED (ORIGINAL EVENT CODE: BIG.); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY"
US10001525B2;"4";Maintenance fee payment;"2021/10/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001556B2;"0";Assignment;"2015/7/30";AS;"Owner name: DENSO CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YUKUMATSU, MASANOBU;REEL/FRAME:036221/0821 Effective date: 20150623"
US10001556B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001556B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001561B2;"0";Assignment;"2016/5/16";AS;"Owner name: INTERNATIONAL BUSINESS MACHINES CORPORATION, NEW Y Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:HUNG, LI-WEN;VEGA, REINALDO;REEL/FRAME:038608/0502 Effective date: 20160511"
US10001561B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001561B2;"2";Maintenance fee payment;"2021/10/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001576B2;"0";Assignment;"2016/7/26";AS;"Owner name: CGG SERVICES SA, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:GRENIE, DAMIEN;SILIQI, RISTO;REEL/FRAME:039262/0684 Effective date: 20160421"
US10001576B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001584B2;"0";Assignment;"2016/1/28";AS;"Owner name: FUJIFILM CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:HAGIO, HIROYUKI;ICHIKAWA, SHINICHI;NORO, MASAKI;AND OTHERS;SIGNING DATES FROM 20151201 TO 20151207;REEL/FRAME:037611/0487"
US10001584B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001621B2;"0";Assignment;"2017/5/14";AS;"Owner name: FUJIFILM CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SAKURABU, HITOSHI;IMAMURA, KENSHI;REEL/FRAME:042369/0980 Effective date: 20170322"
US10001621B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001625B2;"0";Assignment;"2015/9/4";AS;"Owner name: ABILITY OPTO-ELECTRONICS TECHNOLOGY CO.LTD., TAIWA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LIU, YAO-WEI;CHANG, YEONG-MING;SIGNING DATES FROM 20150817 TO 20150819;REEL/FRAME:036497/0284"
US10001625B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001625B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001630B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001630B1;"1";Maintenance fee payment;"2021/11/24";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001650B2;"0";Assignment;"2016/12/21";AS;"Owner name: KOPIN CORPORATION, MASSACHUSETTS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TOMINE, HIDEKI;REEL/FRAME:041076/0076 Effective date: 20161215 Owner name: KOPIN CORPORATION, MASSACHUSETTS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:IBA, YOICHI;REEL/FRAME:041076/0032 Effective date: 20161214"
US10001650B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001651B2;"0";Assignment;"2017/2/21";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NOGUCHI, TOSHIYUKI;YONEKUBO, MASATOSHI;SIGNING DATES FROM 20170215 TO 20170216;REEL/FRAME:041318/0126"
US10001651B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001652B2;"0";Assignment;"2017/2/9";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:TAKAGI, MASAYUKI;MIYAO, TOSHIAKI;TAKEDA, TAKASHI;AND OTHERS;SIGNING DATES FROM 20170130 TO 20170208;REEL/FRAME:041216/0249"
US10001652B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001652B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001681B2;"0";Assignment;"2017/3/2";AS;"Owner name: SHARP KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KITA, YUICHI;AOYAMA, IORI;SASAKI, TAKAHIRO;AND OTHERS;SIGNING DATES FROM 20170214 TO 20170222;REEL/FRAME:041437/0693"
US10001681B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001681B2;"2";Maintenance fee payment;"2021/11/10";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001687B2;"0";Assignment;"2016/8/24";AS;"Owner name: JAPAN DISPLAY INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHIMURA, MASATO;YUGE, SHUNSUKE;MIYAIRI, HIROSHI;AND OTHERS;SIGNING DATES FROM 20160726 TO 20160801;REEL/FRAME:039528/0076"
US10001687B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001687B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10001696B2;"0";Assignment;"2017/1/5";AS;"Owner name: PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WADA, JYOUJI;URASHIMA, YOSHIHITO;OKAMURA, SHINICHIRO;AND OTHERS;SIGNING DATES FROM 20161005 TO 20161018;REEL/FRAME:040847/0459"
US10001696B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10001696B2;"2";Assignment;"2019/12/19";AS;"Owner name: PANASONIC I-PRO SENSING SOLUTIONS CO., LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.;REEL/FRAME:051369/0172 Effective date: 20191001"
US10001696B2;"3";Assignment;"2020/12/31";AS;"Owner name: PANASONIC I-PRO SENSING SOLUTIONS CO., LTD., JAPAN Free format text: CHANGE OF NAME;ASSIGNOR:PSP HOLDINGS CO., LTD;REEL/FRAME:054883/0234 Effective date: 20200401 Owner name: PSP HOLDINGS CO., LTD, JAPAN Free format text: MERGER;ASSIGNOR:PANASONIC I-PRO SENSING SOLUTIONS CO., LTD.;REEL/FRAME:054883/0201 Effective date: 20200401 Owner name: PANASONIC I-PRO SENSING SOLUTIONS CO., LTD., JAPAN Free format text: CHANGE OF ADDRESS;ASSIGNOR:PANASONIC I-PRO SENSING SOLUTIONS CO., LTD.;REEL/FRAME:054883/0248 Effective date: 20200401"
