"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US10000432B2;"""Processes for the synthesis of chiral 1""";US20160332940A1;"2016/11/17";"""US15/111,449""";"2015/1/9";"";"2018/6/19";"2014/1/13";"""Ei-ichi Negishi""";"""Purdue Research Foundation""";C07C29/50||C07C29/095||C07C29/10||C07C29/44||C07C29/62||C07C31/12||C07C31/125||C07C31/1355||C07C31/36||C07C33/18||C07C41/26||C07C43/13||C07C51/295||C07C53/128||C07C67/03||C07C67/317||C07C67/343||C07C69/14||C07C69/732||C07C69/734||C07D319/06||C07F5/06||C12P7/62||C07B2200/05||C07B2200/07||C07C2101/14||C07C2601/14||;"""The invention relates to highly enantioselective processes for the synthesis of chiral 1-alkanols via Zr-catalyzed asymmetric carboalumination of alkenes.""";"20";"9";"0";JP - Active Withdrawn Application Filing Active, EP - Active Withdrawn Application Filing Active, WO - Active Withdrawn Application Filing Active, US - Active Withdrawn Application Filing Active
US10000443B2;"""Compositions and methods for glucose transport inhibition""";US20160137585A1;"2016/5/19";"""US14/935,902""";"2015/11/9";"";"2018/6/19";"2010/3/24";"""Xiaozhuo Chen,Stephen Bergmeier""";"""Ohio University""";C07C205/32||C07C43/23||A61K31/09||A61K45/06||A61P35/00||C07C205/34||C07C211/48||C07C235/56||C07C39/367||C07C43/253||C07C69/84||C07D209/08||C07D231/12||C07D233/64||C07D235/18||C07D249/08||C07D311/16||C07D311/82||C07D319/20||;"""Glucose deprivation is an attractive strategy in cancer research and treatment. Cancer cells upregulate glucose uptake and metabolism for maintaining accelerated growth and proliferation rates. Specifically blocking these processes is likely to provide new insights to the role of glucose transport and metabolism in tumorigenesis, as well as in apoptosis. As solid tumors outgrow the surrounding vasculature, they encounter microenvironments with a limited supply of nutrients leading to a glucose deprived environment in some regions of the tumor. Cancer cells living in the glucose deprived environment undergo changes to prevent glucose deprivation-induced apoptosis. Knowing how cancer cells evade apoptosis induction is also likely to yield valuable information and knowledge of how to overcome the resistance to apoptosis induction in cancer cells. Disclosed herein are novel anticancer compounds that inhibit basal glucose transport, resulting in tumor suppression and new methods for the study of glucose deprivation in animal cancer research.""";"5";"10";"12";EP - Ceased Active Pending Active Application Filing Active Active, CN - Ceased Active Pending Active Application Filing Active Active, WO - Ceased Active Pending Active Application Filing Active Active, CA - Ceased Active Pending Active Application Filing Active Active, US - Pending
US10000451B2;"""MAP4K4 (HGK) inhibitors""";US20170320824A1;"2017/11/9";"""US15/650,902""";"2017/7/15";"";"2018/6/19";"2015/1/18";"""Ling Jong,Chih-Tsung CHANG,Jaehyeon Park""";"""SRI International Inc""";C07D209/14||A61K31/404||A61P35/00||A61P35/04||A61P43/00||C07D209/08||C07D209/12||C07D209/30||C07D403/02||C07D403/06||C07D405/02||C07D405/06||C07D471/04||;"""The invention provides mitogen-activated protein kinase kinase kinase kinase 4 (MAP4K4) inhibitors, and pharmaceutically acceptable salts, hydrides and stereoisomers thereof. The compounds are employed in pharmaceutical compositions, and methods of making and use, including treating a person in need thereof with an effective amount of the compound or composition, and detecting a resultant diminution of tumor cell growth, cancer or metastasis.""";"20";"8";"0";WO - Application Filing Active Active, EP - Application Filing Active Active, JP - Application Filing Active Active, US - Active
US10000458B2;"""Production method of 1, 2, 4""";US20170283383A1;"2017/10/5";"""US15/471,670""";"2017/3/28";US10000458B2;"2018/6/19";"2016/3/31";"""Mayu YOSHIOKA,Taichi Abe""";"""Sumitomo Chemical Co Ltd""";C07D249/08||;"""A method for producing a 1,2,4-triazole compound involves reacting an amide compound represented by formula (2) with a hydrazide compound represented by formula (3) in a solvent in the presence of a Lewis acid and a Lewis base, thereby obtaining a 1,2,4-triazole compound represented by formula (1): R1 represents an alkyl group, a cycloalkyl group, an alkoxy group, a cycloalkoxy group, an aryl group, an aryloxy group, a monovalent heterocyclic group or a substituted amino group, R2 and R3 each independently represent a hydrogen atom, an alkyl group, a cycloalkyl group, an aryl group, a monovalent heterocyclic group or a substituted amino group, and Ring A and Ring B each independently represent an aromatic hydrocarbon ring or an aromatic heterocyclic ring.""";"8";"1";"0";US - Active Pending, JP - Active Pending
US10000463B2;"""Halogen""";US20150376160A1;"2015/12/31";"""US14/752,623""";"2015/6/26";US10000463B2;"2018/6/19";"2012/12/28";"""Noriaki Iwase,Hiroshi Nishida,Makoto Okudo,Masaaki Ito,Shigeyuki Kono,Masaaki MATOYAMA,Shigeru Ushiyama,Eiji Okanari,Hirofumi MATSUNAGA,Kenji Nishikawa,Tomio Kimura""";"""Ube Industries Ltd""";C07D333/36||A61K31/381||A61K31/427||A61K31/443||A61K31/4436||A61P1/16||A61P13/00||A61P25/00||A61P29/00||A61P35/00||A61P37/00||A61P43/00||C07D409/04||C07D409/12||C07D409/14||C07D417/12||;"""A novel ��-halogen-substituted thiophene compound or a pharmacologically acceptable salt thereof, which has a potent LPA receptor-antagonist activity and is useful as a medicament is provided.""";"18";"35";"6";EP - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, MX - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, DK - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, RU - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, JP - Active Active, ES - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, BR - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, CN - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, KR - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, AU - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, CA - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, WO - Active IP Right Grant    Active Active IP Right Grant Active Active  IP Right Grant Active Active Active Active Application Filing, US - Active Active
US1000047A;"""Mica chimney.""";US1000047A;"";"""US48290509A""";"1909/3/12";US1000047A;"1911/8/8";"1909/3/12";"""Aaron P Storrs""";"""STORRS MICA Co""";F21V3/00||Y10T24/4736||;"";"";"0";"0";US - Expired - Lifetime
US1000050A;"""Die for forging.""";US1000050A;"";"""US54200710A""";"1910/2/4";US1000050A;"1911/8/8";"1910/2/4";"""William S Thomson""";"""H D SMITH AND Co""";H01R43/058||;"";"";"0";"0";US - Expired - Lifetime
US10000531B2;"""Gamma""";US20170101439A1;"2017/4/13";"""US15/332,402""";"2016/10/24";"";"2018/6/19";"2014/4/25";"""Said M. Sebti,Jianfeng Cai""";"""University of South Florida, H Lee Moffitt Cancer Center and Research Institute Inc""";C07K7/02||A61P35/00||C07C237/22||;"""STAT3 hyperphosphorylation, dimerization and DNA binding are required for its ability to contribute to malignant transformation. As such, STAT3 has been recognized as a promising target for cancer therapy. Although a number of inhibitors of STAT3-STAT3 dimerization have been reported, molecular ligands that prevent interactions between STAT3 and DNA are very rare. The ��-AApeptide-based one-bead-one-compound (OBOC) combinatorial library was used, and identified ��-AApeptides that can selectively inhibit STAT3/DNA interaction and suppress the expression levels of STAT3 target genes in intact cells. The results not only validate ��-AApeptides as novel inhibitors of STAT3 signaling pathway, but also demonstrate that in addition to the SH2 domain, the DNA binding domain of STAT3 is targetable for the development of new generation of anti-cancer therapeutics. This also validates the approach of OBOC combinatorial library for the identification of ligands targeting traditionally recognized ""undruggable targets"".""";"5";"5";"0";WO - Application Filing, US - Active
US10000536B2;"""Method for coating substrates with at least one monolayer of self""";US20140255712A1;"2014/9/11";"""US14/240,426""";"2012/8/24";US10000536B2;"2018/6/19";"2011/8/24";"""Kai Ostermann,Leopold Gruner,Gerhard R?del""";"""Technische Universitaet Dresden""";C07K14/37||B05D3/007||B05D7/24||C07K14/38||C07K17/00||C09D5/00||Y10T428/31725||;"""The invention relates to methods for coating a substrate with at least one monolayer of self-assembling proteins, using stabilized aqueous solutions with self-assembling proteins, and also to substrates obtainable as a result. Methods for stabilizing solutions with self-assembling proteins, and the stabilized solutions obtainable therefrom, are likewise provided by the invention. According to the coating method, at least one monolayer of a self-assembling protein is produced on a substrate by first providing a stabilized aqueous solution which comprises at least one self-assembling protein. To provide the coating solution, protein units aggregated from an aqueous solution of self-assembling proteins are separated off, and addition of a solution of ionic surfactants and/or of a salt-containing and/or alkaline and/or acidic solution to the protein-containing coating solution generates monomers or oligomers of the self-assembling proteins, and stabilizes them, the amount of ionic surfactant added being such that only the surface-active part of each active protein monomer or predominant protein oligomer is enveloped by surfactant particles. A substrate surface is then brought into contact with the stabilized, protein-containing solution, thus producing a protein-containing coating on the substrate. The supernatant solution is removed from the coated substrate and/or the coated substrate is dried.""";"7";"7";"2";EP - Withdrawn Active Application Filing, US - Withdrawn Active Application Filing, WO - Withdrawn Active Application Filing
US10000538B2;"""Molecule for treating an inflammatory disorder""";US20140206598A1;"2014/7/24";"""US14/116,301""";"2012/5/8";US10000538B2;"2018/6/19";"2011/5/9";"""Carlos Alonso-Bedate,Manuel Soto-Alvarez,Laura Ramirez-Garcia,Jeronimo Carn��s-S��nchez,Marta Rom��n-Escutia""";"""Laboratorios Leti SA""";C07K14/44||A61K39/008||A61K39/39||A61P1/00||A61P1/04||A61P1/16||A61P11/00||A61P11/06||A61P17/02||A61P17/06||A61P19/02||A61P25/00||A61P27/02||A61P29/00||A61P3/10||A61P31/04||A61P35/00||A61P37/02||A61P37/06||A61P37/08||A61P7/00||A61K2039/55516||C07K2319/21||C07K2319/24||Y02A50/30||;"""The invention provides a L19 source as a medicament, preferably for preventing or treating an inflammatory disorder in an individual.""";"12";"4";"0";ES - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, CN - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, AU - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, MX - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, CA - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, JP - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, SG - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, BR - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, EA - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, WO - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, PT - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, US - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, EP - Active Active Active IP Right Grant Active Active  Search and Examination IP Right Cessation Application Filing  Active Active, IL - IP Right Grant
